Customer_ID,Last_Order,Frequency,Monetary,Recency,R_Score,F_Score,M_Score,RFM_Score,Segment,Customer_Name,Gender,Age,Region,Customer_Type
CUST00024,2024-11-27,11,438102.0,34,4,3,4,11,Loyal Customers,Vihaan Yadav,Male,43,South,Returning
CUST00025,2024-12-08,9,364853.0,23,4,2,3,9,At Risk,Aditya Shah,Male,38,West,Returning
CUST00026,2024-10-12,9,435264.0,80,2,2,4,8,At Risk,Riya Jain,Female,25,North,Returning
CUST00027,2024-12-21,13,891348.5,10,5,4,5,14,Champions,Amit Agarwal,Male,38,South,Returning
CUST00028,2024-12-02,18,1840982.0,29,4,5,5,14,Champions,Reyansh Patel,Male,28,East,Returning
CUST00029,2024-12-19,9,256013.5,12,5,2,2,9,At Risk,Ananya Joshi,Female,55,North,New
CUST00030,2024-12-18,14,743870.0,13,5,5,5,15,Champions,Ishaan Patel,Male,25,South,New
CUST00031,2024-12-12,5,83700.0,19,4,1,1,6,Hibernating,Ishita Singh,Female,59,West,Returning
CUST00032,2024-12-24,11,85905.0,7,5,3,1,9,At Risk,Suresh Nair,Male,41,South,Returning
CUST00033,2024-12-24,8,234026.0,7,5,2,2,9,At Risk,Kiran Pillai,Male,52,West,New
CUST00034,2024-05-20,7,357741.0,225,1,1,3,5,Hibernating,Diya Pillai,Female,31,South,Returning
CUST00035,2024-11-10,11,914147.0,51,3,3,5,11,Loyal Customers,Sneha Mehta,Female,31,Central,Returning
CUST00036,2024-12-29,9,271974.0,2,5,2,2,9,At Risk,Pooja Patel,Female,27,South,Returning
CUST00037,2024-11-27,7,425899.0,34,4,1,3,8,At Risk,Manish Gupta,Male,29,Central,New
CUST00038,2024-10-27,9,119506.0,65,3,2,1,6,Hibernating,Prateek Joshi,Male,55,East,Returning
CUST00039,2024-12-18,7,63165.5,13,5,1,1,7,At Risk,Diya Chatterjee,Female,61,South,Returning
CUST00040,2024-09-26,5,83340.0,96,2,1,1,4,Hibernating,Suresh Nair,Male,63,North,New
CUST00041,2024-03-26,8,786015.0,280,1,2,5,8,At Risk,Prateek Joshi,Male,51,North,New
CUST00042,2024-10-30,8,193404.5,62,3,2,2,7,At Risk,Rohit Verma,Male,58,West,Returning
CUST00043,2023-12-14,5,186060.0,383,1,1,2,4,Hibernating,Ayaan Verma,Male,27,East,Returning
CUST00044,2024-11-26,7,49730.0,35,4,1,1,6,Hibernating,Priya Yadav,Female,34,East,Returning
CUST00045,2024-01-31,9,118360.0,335,1,2,1,4,Hibernating,Krishna Patel,Male,34,West,Returning
CUST00046,2024-12-15,9,285224.0,16,5,2,2,9,At Risk,Mahi Agarwal,Female,20,South,New
CUST00047,2024-12-13,13,461465.0,18,4,4,4,12,Loyal Customers,Rohit Mehta,Male,48,South,Returning
CUST00048,2024-12-26,12,313609.0,5,5,4,3,12,Loyal Customers,Nikhil Yadav,Male,18,Central,New
CUST00049,2024-12-11,9,307732.0,20,4,2,3,9,At Risk,Kiran Kumar,Male,29,South,New
CUST00050,2024-10-04,6,287812.0,88,2,1,2,5,Hibernating,Krishna Kumar,Male,56,South,New
CUST00051,2024-10-05,11,239944.0,87,2,3,2,7,At Risk,Ishita Shah,Female,21,East,New
CUST00052,2024-12-07,11,306206.0,24,4,3,3,10,Loyal Customers,Meera Nair,Female,59,North,Returning
CUST00053,2024-12-05,12,493058.0,26,4,4,4,12,Loyal Customers,Divya Mishra,Female,30,East,Returning
CUST00054,2024-10-25,11,271550.0,67,3,3,2,8,At Risk,Divya Yadav,Female,51,East,Returning
CUST00055,2024-10-25,12,741905.0,67,3,4,5,12,Loyal Customers,Sneha Joshi,Female,59,South,Returning
CUST00056,2024-11-21,8,280907.0,40,3,2,2,7,At Risk,Navya Das,Female,38,East,Returning
CUST00057,2024-12-16,7,121412.0,15,5,1,1,7,At Risk,Nikhil Patel,Male,39,East,Returning
CUST00058,2024-10-26,7,124935.0,66,3,1,1,5,Hibernating,Vivaan Singh,Male,21,North,Returning
CUST00059,2024-12-10,13,417555.5,21,4,4,3,11,Loyal Customers,Arjun Gupta,Male,35,East,Returning
CUST00060,2024-10-05,10,380280.0,87,2,3,3,8,At Risk,Ramesh Jain,Male,22,East,New
CUST00061,2024-11-08,9,445642.5,53,3,2,4,9,At Risk,Aditya Yadav,Male,36,North,New
CUST00062,2024-10-28,11,323127.0,64,3,3,3,9,At Risk,Suresh Jain,Male,19,East,New
CUST00063,2024-12-03,9,439478.0,28,4,2,4,10,Loyal Customers,Lakshmi Das,Female,29,Central,Returning
CUST00064,2024-09-29,10,345209.0,93,2,3,3,8,At Risk,Krishna Shah,Male,34,East,Returning
CUST00065,2024-11-18,7,54693.0,43,3,1,1,5,Hibernating,Aarav Singh,Male,27,West,New
CUST00066,2023-12-01,11,644549.0,396,1,3,5,9,At Risk,Prateek Nair,Male,51,West,New
CUST00067,2024-10-17,9,174998.5,75,2,2,2,6,Hibernating,Rohit Singh,Male,23,South,New
CUST00068,2024-12-11,9,747639.0,20,4,2,5,11,Loyal Customers,Riya Mishra,Female,25,South,Returning
CUST00069,2024-09-03,9,725763.0,119,2,2,5,9,At Risk,Sai Chatterjee,Male,28,Central,New
CUST00070,2024-12-28,13,175691.0,3,5,4,2,11,Loyal Customers,Aadhya Nair,Female,29,Central,New
CUST00071,2024-10-04,12,200970.5,88,2,4,2,8,At Risk,Sonal Gupta,Female,26,East,New
CUST00072,2024-01-01,9,299160.0,365,1,2,3,6,Hibernating,Rahul Singh,Male,19,Central,Returning
CUST00073,2024-12-07,14,605679.0,24,4,5,4,13,Champions,Ishaan Das,Male,25,Central,Returning
CUST00074,2024-10-03,10,1057399.5,89,2,3,5,10,Loyal Customers,Simran Mehta,Female,28,North,Returning
CUST00075,2024-07-05,4,26740.0,179,1,1,1,3,Lost,Navya Pillai,Female,53,Central,New
CUST00076,2024-12-04,7,272438.5,27,4,1,2,7,At Risk,Diya Shah,Female,27,North,Returning
CUST00077,2024-05-13,11,413935.0,232,1,3,3,7,At Risk,Sonal Sharma,Female,38,East,New
CUST00078,2024-10-20,5,263521.5,72,2,1,2,5,Hibernating,Manish Reddy,Male,37,South,New
CUST00079,2024-06-25,6,19536.0,189,1,1,1,3,Lost,Nikhil Sharma,Male,25,West,Returning
CUST00080,2024-12-24,9,224054.0,7,5,2,2,9,At Risk,Vihaan Pillai,Male,53,South,New
CUST00081,2024-09-24,9,158584.5,98,2,2,1,5,Hibernating,Riya Joshi,Female,46,South,Returning
CUST00082,2024-11-04,13,252738.0,57,3,4,2,9,At Risk,Ananya Joshi,Female,59,East,New
CUST00083,2024-10-21,15,885685.0,71,2,5,5,12,Loyal Customers,Deepak Patel,Male,29,West,New
CUST00084,2024-11-30,11,541584.0,31,4,3,4,11,Loyal Customers,Aditya Bose,Male,31,West,Returning
CUST00085,2024-11-09,11,296258.0,52,3,3,3,9,At Risk,Aditya Shah,Male,38,East,Returning
CUST00086,2024-12-04,10,587829.0,27,4,3,4,11,Loyal Customers,Arjun Kumar,Male,39,West,Returning
CUST00087,2024-08-25,7,340168.0,128,2,1,3,6,Hibernating,Nisha Shah,Female,38,West,Returning
CUST00088,2024-12-04,12,67773.0,27,4,4,1,9,At Risk,Diya Nair,Female,61,North,Returning
CUST00089,2024-12-04,10,488458.0,27,4,3,4,11,Loyal Customers,Sonal Jain,Female,47,East,Returning
CUST00090,2024-11-01,10,266440.0,60,3,3,2,8,At Risk,Ramesh Mehta,Male,56,East,Returning
CUST00091,2024-11-14,7,306681.5,47,3,1,3,7,At Risk,Prateek Mehta,Male,37,West,New
CUST00092,2024-10-31,16,449721.0,61,3,5,4,12,Loyal Customers,Riya Yadav,Female,41,North,New
CUST00093,2024-11-19,8,40760.0,42,3,2,1,6,Hibernating,Sneha Chatterjee,Female,40,West,Returning
CUST00094,2024-12-02,9,295782.0,29,4,2,3,9,At Risk,Sonal Chatterjee,Female,24,North,New
CUST00095,2024-12-30,5,217688.0,1,5,1,2,8,At Risk,Anika Joshi,Female,26,South,New
CUST00096,2024-11-05,7,450968.0,56,3,1,4,8,At Risk,Ayaan Patel,Male,18,East,New
CUST00097,2024-11-29,9,538000.0,32,4,2,4,10,Loyal Customers,Rohit Sharma,Male,43,East,New
CUST00098,2024-11-30,9,230283.0,31,4,2,2,8,At Risk,Deepak Shah,Male,55,South,New
CUST00099,2024-11-30,13,544486.0,31,4,4,4,12,Loyal Customers,Ayaan Agarwal,Male,55,West,New
CUST00100,2024-10-10,11,672287.0,82,2,3,5,10,Loyal Customers,Ayaan Sharma,Male,61,South,New
CUST00101,2024-06-18,13,228928.0,196,1,4,2,7,At Risk,Aditya Verma,Male,39,South,New
CUST00102,2024-09-02,11,781364.5,120,2,3,5,10,Loyal Customers,Ishita Patel,Female,61,Central,Returning
CUST00103,2024-11-15,9,173028.0,46,3,2,2,7,At Risk,Vivaan Reddy,Male,27,West,New
CUST00104,2024-06-27,9,90295.0,187,1,2,1,4,Hibernating,Aditya Das,Male,23,North,Returning
CUST00105,2024-08-20,9,668212.0,133,2,2,5,9,At Risk,Ishita Nair,Female,34,Central,Returning
CUST00106,2024-12-28,9,123238.0,3,5,2,1,8,At Risk,Nikhil Mehta,Male,55,West,Returning
CUST00107,2024-06-21,13,521752.0,193,1,4,4,9,At Risk,Prateek Kumar,Male,41,North,Returning
CUST00108,2024-12-14,9,326782.0,17,5,2,3,10,Loyal Customers,Divya Agarwal,Female,27,East,New
CUST00109,2024-12-01,9,282492.0,30,4,2,2,8,At Risk,Nikhil Joshi,Male,25,West,New
CUST00110,2024-11-13,12,949274.0,48,3,4,5,12,Loyal Customers,Nikhil Mishra,Male,38,South,Returning
CUST00111,2024-12-02,10,480076.0,29,4,3,4,11,Loyal Customers,Reyansh Singh,Male,23,South,New
CUST00112,2024-12-24,15,1127053.0,7,5,5,5,15,Champions,Vihaan Mishra,Male,38,South,Returning
CUST00113,2024-12-01,10,257512.5,30,4,3,2,9,At Risk,Sneha Mishra,Female,56,Central,Returning
CUST00114,2024-11-14,9,392023.0,47,3,2,3,8,At Risk,Kavya Chatterjee,Female,41,East,New
CUST00115,2024-12-05,5,317534.0,26,4,1,3,8,At Risk,Ananya Singh,Female,50,North,Returning
CUST00116,2024-02-11,5,293538.5,324,1,1,3,5,Hibernating,Ananya Yadav,Female,35,South,Returning
CUST00117,2024-11-15,10,77198.5,46,3,3,1,7,At Risk,Priya Singh,Female,45,South,New
CUST00118,2024-12-09,13,479230.0,22,4,4,4,12,Loyal Customers,Ayaan Mehta,Male,49,North,New
CUST00119,2023-09-16,11,550366.5,472,1,3,4,8,At Risk,Mahi Shah,Female,29,North,Returning
CUST00120,2024-12-04,8,414615.0,27,4,2,3,9,At Risk,Kiran Kumar,Male,59,South,Returning
CUST00121,2024-10-06,17,510826.0,86,2,5,4,11,Loyal Customers,Kavya Gupta,Female,44,North,New
CUST00122,2024-12-30,14,366976.5,1,5,5,3,13,Champions,Pooja Chatterjee,Female,27,South,New
CUST00123,2024-12-01,9,460388.0,30,4,2,4,10,Loyal Customers,Ayaan Patel,Male,63,East,Returning
CUST00124,2024-11-12,11,878602.0,49,3,3,5,11,Loyal Customers,Kiran Shah,Male,59,Central,Returning
CUST00125,2024-07-24,8,563479.0,160,1,2,4,7,At Risk,Vihaan Verma,Male,49,South,Returning
CUST00126,2024-12-13,10,184924.0,18,4,3,2,9,At Risk,Prateek Sharma,Male,59,North,Returning
CUST00127,2024-10-12,10,327235.0,80,2,3,3,8,At Risk,Pari Joshi,Female,43,West,New
CUST00128,2023-09-04,7,243626.0,484,1,1,2,4,Hibernating,Diya Mishra,Female,42,South,Returning
CUST00129,2024-10-14,6,224564.0,78,2,1,2,5,Hibernating,Nikhil Bose,Male,28,East,Returning
CUST00130,2023-12-02,8,614816.0,395,1,2,4,7,At Risk,Reyansh Yadav,Male,40,South,Returning
CUST00131,2024-11-16,10,385784.0,45,3,3,3,9,At Risk,Vivaan Gupta,Male,51,West,New
CUST00132,2024-08-30,15,676105.0,123,2,5,5,12,Loyal Customers,Suresh Sharma,Male,57,North,New
CUST00133,2024-11-22,8,667552.0,39,3,2,5,10,Loyal Customers,Suresh Nair,Male,40,West,Returning
CUST00134,2024-11-03,14,578704.0,58,3,5,4,12,Loyal Customers,Kiran Iyer,Male,46,North,New
CUST00135,2024-12-28,10,517019.0,3,5,3,4,12,Loyal Customers,Kavya Shah,Female,48,North,Returning
CUST00136,2024-12-14,12,565034.0,17,5,4,4,13,Champions,Nikhil Kumar,Male,24,Central,New
CUST00137,2024-07-23,9,69043.5,161,1,2,1,4,Hibernating,Reyansh Iyer,Male,57,West,New
CUST00138,2024-12-28,11,902827.5,3,5,3,5,13,Champions,Mahi Verma,Female,50,North,New
CUST00139,2024-12-08,13,939268.0,23,4,4,5,13,Champions,Deepak Shah,Male,38,North,Returning
CUST00140,2024-08-28,10,532693.0,125,2,3,4,9,At Risk,Ananya Reddy,Female,19,North,Returning
CUST00141,2024-11-18,9,455876.5,43,3,2,4,9,At Risk,Ananya Verma,Female,35,South,Returning
CUST00142,2024-11-05,9,489653.0,56,3,2,4,9,At Risk,Deepak Bose,Male,64,North,Returning
CUST00143,2024-12-20,11,219058.0,11,5,3,2,10,Loyal Customers,Rahul Das,Male,50,South,New
CUST00144,2024-11-10,9,247245.0,51,3,2,2,7,At Risk,Sai Verma,Male,54,West,New
CUST00145,2024-10-08,9,414449.0,84,2,2,3,7,At Risk,Rahul Patel,Male,51,East,Returning
CUST00146,2024-11-13,9,647926.0,48,3,2,5,10,Loyal Customers,Sai Patel,Male,37,West,Returning
CUST00147,2024-12-25,8,515498.0,6,5,2,4,11,Loyal Customers,Simran Patel,Female,52,East,Returning
CUST00148,2024-02-22,6,395244.0,313,1,1,3,5,Hibernating,Ayaan Yadav,Male,35,South,Returning
CUST00149,2024-11-22,10,478879.0,39,3,3,4,10,Loyal Customers,Vihaan Agarwal,Male,63,West,New
CUST00150,2024-12-31,5,60720.0,0,5,1,1,7,At Risk,Ayaan Agarwal,Male,41,North,New
CUST00151,2024-11-20,11,58681.0,41,3,3,1,7,At Risk,Simran Verma,Female,25,East,Returning
CUST00152,2024-07-26,11,218900.0,158,1,3,2,6,Hibernating,Manish Patel,Male,47,West,New
CUST00153,2024-01-24,7,204912.0,342,1,1,2,4,Hibernating,Ramesh Agarwal,Male,61,West,New
CUST00154,2024-12-23,14,210971.5,8,5,5,2,12,Loyal Customers,Deepak Das,Male,27,Central,Returning
CUST00155,2024-10-11,10,531738.0,81,2,3,4,9,At Risk,Priya Nair,Female,40,East,New
CUST00156,2024-12-21,13,508093.0,10,5,4,4,13,Champions,Reyansh Reddy,Male,28,West,Returning
CUST00157,2024-05-07,7,185194.5,238,1,1,2,4,Hibernating,Ishita Nair,Female,19,West,New
CUST00158,2024-12-06,8,516561.0,25,4,2,4,10,Loyal Customers,Anjali Kumar,Female,43,East,Returning
CUST00159,2024-12-30,11,365643.0,1,5,3,3,11,Loyal Customers,Ishaan Chatterjee,Male,53,South,Returning
CUST00160,2024-05-26,7,41636.5,219,1,1,1,3,Lost,Priya Patel,Female,50,Central,Returning
CUST00161,2024-11-21,14,317342.0,40,3,5,3,11,Loyal Customers,Aarav Chatterjee,Male,64,North,Returning
CUST00162,2024-12-20,11,523166.0,11,5,3,4,12,Loyal Customers,Simran Agarwal,Female,30,South,New
CUST00163,2024-11-12,9,476100.5,49,3,2,4,9,At Risk,Anika Patel,Female,57,North,Returning
CUST00164,2024-12-30,8,395759.5,1,5,2,3,10,Loyal Customers,Prateek Mehta,Male,42,North,Returning
CUST00165,2024-08-30,15,655226.0,123,2,5,5,12,Loyal Customers,Rahul Nair,Male,21,South,Returning
CUST00166,2024-12-13,11,228244.0,18,4,3,2,9,At Risk,Navya Pillai,Female,59,East,New
CUST00167,2024-12-27,13,385237.5,4,5,4,3,12,Loyal Customers,Aditya Joshi,Male,36,Central,New
CUST00168,2024-08-10,14,706020.0,143,2,5,5,12,Loyal Customers,Amit Iyer,Male,35,West,New
CUST00169,2024-10-18,15,762525.0,74,2,5,5,12,Loyal Customers,Sai Chatterjee,Male,54,East,Returning
CUST00170,2024-12-12,8,37038.5,19,4,2,1,7,At Risk,Meera Iyer,Female,47,North,New
CUST00171,2024-12-24,13,216210.0,7,5,4,2,11,Loyal Customers,Simran Das,Female,36,West,Returning
CUST00172,2024-10-21,10,153877.5,71,2,3,1,6,Hibernating,Aarav Shah,Male,40,East,Returning
CUST00173,2024-12-31,6,440384.0,0,5,1,4,10,Loyal Customers,Ishaan Singh,Male,33,North,Returning
CUST00174,2024-12-22,10,106060.5,9,5,3,1,9,At Risk,Arjun Nair,Male,18,South,Returning
CUST00175,2023-10-17,7,52694.0,441,1,1,1,3,Lost,Anika Singh,Female,29,West,New
CUST00176,2024-11-17,11,588231.0,44,3,3,4,10,Loyal Customers,Prateek Kumar,Male,41,South,Returning
CUST00177,2024-10-18,5,194388.0,74,2,1,2,5,Hibernating,Pooja Iyer,Female,51,West,Returning
CUST00178,2024-12-12,11,406985.0,19,4,3,3,10,Loyal Customers,Manish Mehta,Male,25,West,Returning
CUST00179,2024-11-29,14,241558.0,32,4,5,2,11,Loyal Customers,Priya Mehta,Female,35,North,Returning
CUST00180,2024-11-01,11,699292.0,60,3,3,5,11,Loyal Customers,Krishna Das,Male,22,North,New
CUST00181,2024-11-16,10,92876.0,45,3,3,1,7,At Risk,Nikhil Nair,Male,43,North,New
CUST00182,2024-04-23,8,436335.0,252,1,2,4,7,At Risk,Vivaan Patel,Male,47,Central,Returning
CUST00183,2024-12-31,13,360160.0,0,5,4,3,12,Loyal Customers,Kavya Nair,Female,30,South,Returning
CUST00184,2024-10-06,8,260451.5,86,2,2,2,6,Hibernating,Ananya Sharma,Female,36,East,New
CUST00185,2024-05-11,11,524528.0,234,1,3,4,8,At Risk,Rohit Kumar,Male,46,South,New
CUST00186,2024-08-04,13,278322.0,149,1,4,2,7,At Risk,Pooja Gupta,Female,20,South,New
CUST00187,2024-12-30,7,51266.0,1,5,1,1,7,At Risk,Lakshmi Shah,Female,43,North,Returning
CUST00188,2024-02-25,10,724462.0,310,1,3,5,9,At Risk,Kavya Shah,Female,57,West,Returning
CUST00189,2024-11-24,10,444530.0,37,4,3,4,11,Loyal Customers,Aarav Singh,Male,29,West,Returning
CUST00190,2024-03-12,6,632434.0,294,1,1,5,7,At Risk,Aditya Kumar,Male,19,South,Returning
CUST00191,2024-12-24,10,621634.0,7,5,3,4,12,Loyal Customers,Prateek Verma,Male,28,Central,New
CUST00192,2024-12-11,5,211161.0,20,4,1,2,7,At Risk,Sneha Agarwal,Female,61,North,New
CUST00193,2023-10-12,3,42982.5,446,1,1,1,3,Lost,Meera Kumar,Female,45,East,Returning
CUST00194,2024-12-23,13,396414.5,8,5,4,3,12,Loyal Customers,Kavya Kumar,Female,35,West,Returning
CUST00195,2024-10-12,10,638297.0,80,2,3,5,10,Loyal Customers,Vivaan Iyer,Male,30,North,New
CUST00196,2024-06-03,12,625874.0,211,1,4,4,9,At Risk,Amit Verma,Male,54,East,Returning
CUST00197,2024-11-24,8,534162.0,37,4,2,4,10,Loyal Customers,Sneha Mehta,Female,39,South,Returning
CUST00198,2024-12-14,13,599924.0,17,5,4,4,13,Champions,Ishita Singh,Female,29,South,Returning
CUST00199,2024-11-16,12,100115.5,45,3,4,1,8,At Risk,Sneha Shah,Female,19,North,New
CUST00200,2024-08-10,11,86614.5,143,2,3,1,6,Hibernating,Kavya Jain,Female,54,Central,New
CUST00201,2024-07-11,9,377751.0,173,1,2,3,6,Hibernating,Navya Joshi,Female,24,South,New
CUST00202,2023-11-12,9,408958.0,415,1,2,3,6,Hibernating,Sai Gupta,Male,43,East,Returning
CUST00203,2024-11-24,11,439870.5,37,4,3,4,11,Loyal Customers,Ramesh Sharma,Male,43,East,Returning
CUST00204,2024-11-27,14,378504.0,34,4,5,3,12,Loyal Customers,Diya Reddy,Female,41,North,New
CUST00205,2024-12-28,12,255146.0,3,5,4,2,11,Loyal Customers,Kavya Joshi,Female,29,West,New
CUST00206,2024-11-28,11,220099.0,33,4,3,2,9,At Risk,Krishna Gupta,Male,33,West,Returning
CUST00207,2024-11-09,11,352750.0,52,3,3,3,9,At Risk,Vihaan Yadav,Male,40,North,Returning
CUST00208,2024-12-21,18,701654.0,10,5,5,5,15,Champions,Ananya Bose,Female,57,South,Returning
CUST00209,2024-12-14,11,292465.0,17,5,3,3,11,Loyal Customers,Ayaan Mehta,Male,26,North,New
CUST00210,2024-12-22,11,1097629.0,9,5,3,5,13,Champions,Kiran Pillai,Male,49,Central,Returning
CUST00211,2024-11-19,12,526781.5,42,3,4,4,11,Loyal Customers,Ishaan Joshi,Male,32,West,New
CUST00212,2024-12-12,16,240049.5,19,4,5,2,11,Loyal Customers,Ishita Sharma,Female,54,North,New
CUST00213,2024-12-16,7,133440.0,15,5,1,1,7,At Risk,Mahi Yadav,Female,30,North,Returning
CUST00214,2024-02-23,9,110308.0,312,1,2,1,4,Hibernating,Rohit Nair,Male,22,Central,New
CUST00215,2024-12-01,8,85992.0,30,4,2,1,7,At Risk,Pari Nair,Female,28,South,New
CUST00216,2024-12-01,12,684418.0,30,4,4,5,13,Champions,Amit Das,Male,27,South,Returning
CUST00217,2024-12-29,14,551972.0,2,5,5,4,14,Champions,Suresh Shah,Male,30,North,New
CUST00218,2024-11-01,6,828644.0,60,3,1,5,9,At Risk,Priya Sharma,Female,58,North,Returning
CUST00219,2024-10-31,9,453822.0,61,3,2,4,9,At Risk,Anika Nair,Female,63,North,New
CUST00220,2024-10-12,9,102265.5,80,2,2,1,5,Hibernating,Diya Agarwal,Female,32,East,Returning
CUST00221,2024-10-18,16,751303.0,74,2,5,5,12,Loyal Customers,Pooja Verma,Female,59,West,New
CUST00222,2024-11-21,11,643345.0,40,3,3,5,11,Loyal Customers,Anika Jain,Female,24,East,Returning
CUST00223,2024-11-01,12,962540.5,60,3,4,5,12,Loyal Customers,Ramesh Pillai,Male,57,East,New
CUST00224,2024-09-10,8,889214.0,112,2,2,5,9,At Risk,Rohit Mishra,Male,45,West,Returning
CUST00225,2024-12-23,15,454715.5,8,5,5,4,14,Champions,Manish Das,Male,49,South,Returning
CUST00226,2024-11-24,9,475788.0,37,4,2,4,10,Loyal Customers,Vihaan Yadav,Male,52,South,New
CUST00227,2024-11-23,13,470057.0,38,4,4,4,12,Loyal Customers,Divya Mehta,Female,32,East,New
CUST00228,2024-12-22,18,1057875.0,9,5,5,5,15,Champions,Krishna Verma,Male,53,East,Returning
CUST00229,2024-10-17,8,125918.0,75,2,2,1,5,Hibernating,Kavya Sharma,Female,38,South,Returning
CUST00230,2024-11-13,16,524103.0,48,3,5,4,12,Loyal Customers,Sonal Shah,Female,23,South,New
CUST00231,2024-10-22,15,508009.5,70,3,5,4,12,Loyal Customers,Mahi Pillai,Female,18,East,New
CUST00232,2024-07-11,11,804489.0,173,1,3,5,9,At Risk,Ramesh Patel,Male,21,West,New
CUST00233,2024-08-27,8,1348354.5,126,2,2,5,9,At Risk,Priya Jain,Female,28,East,New
CUST00234,2024-11-11,15,657172.0,50,3,5,5,13,Champions,Rohit Singh,Male,61,East,Returning
CUST00235,2024-08-13,8,524202.0,140,2,2,4,8,At Risk,Ishaan Das,Male,43,South,Returning
CUST00236,2024-08-29,9,188922.0,124,2,2,2,6,Hibernating,Riya Mishra,Female,54,South,Returning
CUST00237,2024-12-22,12,180220.0,9,5,4,2,11,Loyal Customers,Rohit Yadav,Male,40,East,Returning
CUST00238,2024-10-06,13,493637.0,86,2,4,4,10,Loyal Customers,Ishaan Shah,Male,46,East,Returning
CUST00239,2024-12-27,13,267224.0,4,5,4,2,11,Loyal Customers,Navya Mehta,Female,38,South,Returning
CUST00240,2024-11-07,15,770587.5,54,3,5,5,13,Champions,Ramesh Yadav,Male,62,North,New
CUST00241,2024-06-30,12,384128.0,184,1,4,3,8,At Risk,Diya Jain,Female,62,West,New
CUST00242,2024-12-12,11,759775.0,19,4,3,5,12,Loyal Customers,Divya Iyer,Female,44,South,Returning
CUST00243,2024-11-20,11,505212.0,41,3,3,4,10,Loyal Customers,Anjali Shah,Female,56,West,New
CUST00244,2024-11-14,11,312914.5,47,3,3,3,9,At Risk,Aarav Iyer,Male,57,West,New
CUST00245,2024-07-08,9,497297.0,176,1,2,4,7,At Risk,Ishaan Mehta,Male,30,South,New
CUST00246,2024-11-25,11,575998.0,36,4,3,4,11,Loyal Customers,Kavya Agarwal,Female,40,West,New
CUST00247,2024-12-15,18,423311.0,16,5,5,3,13,Champions,Manish Reddy,Male,33,Central,Returning
CUST00248,2024-12-10,13,712770.0,21,4,4,5,13,Champions,Lakshmi Chatterjee,Female,47,Central,Returning
CUST00249,2024-09-10,7,190052.0,112,2,1,2,5,Hibernating,Lakshmi Mehta,Female,21,West,New
CUST00250,2024-07-06,8,841139.0,178,1,2,5,8,At Risk,Sonal Bose,Female,57,South,New
CUST00251,2024-12-31,10,167421.5,0,5,3,1,9,At Risk,Sai Patel,Male,33,South,Returning
CUST00252,2024-10-09,7,694039.0,83,2,1,5,8,At Risk,Ishaan Das,Male,48,North,New
